acupoint_iri,acupoint,surface_region_iri,surface_region,related_region_iri,related_region,body_region_iri,body_region
http://www.acupunctureresearch.org/tara/ontology/TARA_5786369,GB 32,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod
http://www.acupunctureresearch.org/tara/ontology/TARA_5786369,GB 32,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod
http://www.acupunctureresearch.org/tara/ontology/TARA_5786369,GB 32,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_5786369,GB 32,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_5786369,GB 32,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_5786369,GB 32,http://purl.obolibrary.org/obo/UBERON_0000376,hindlimb stylopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795317,biceps femoris tendon,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0000981,femur,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0001465,knee
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795317,biceps femoris tendon,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0000981,femur,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795317,biceps femoris tendon,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://purl.obolibrary.org/obo/UBERON_0000981,femur,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3201959,GB 33,http://purl.obolibrary.org/obo/UBERON_0001465,knee,http://uri.interlex.org/base/ilx_0795324,iliotibial band,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8758950,GB 34,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_8758950,GB 34,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6714942,GB 35,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1144697,GB 36,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1144697,GB 36,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1144697,GB 36,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_1144697,GB 36,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1144697,GB 36,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_1144697,GB 36,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://uri.interlex.org/base/ilx_0795330,popliteal crease,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6320058,GB 37,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_6320058,GB 37,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_6320058,GB 37,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6320058,GB 37,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9968219,GB 38,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_9968219,GB 38,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_9968219,GB 38,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9968219,GB 38,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3770332,GB 39,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_3770332,GB 39,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0000978,leg
http://www.acupunctureresearch.org/tara/ontology/TARA_3770332,GB 39,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0001446,fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3770332,GB 39,http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9254368,GB 40,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9254368,GB 40,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://uri.interlex.org/base/ilx_0795504,tendon of extensor digitorum longus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_9254368,GB 40,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://purl.obolibrary.org/obo/UBERON_0012291,lateral malleolus of fibula,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region
http://www.acupunctureresearch.org/tara/ontology/TARA_9254368,GB 40,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region,http://uri.interlex.org/base/ilx_0795504,tendon of extensor digitorum longus,http://purl.obolibrary.org/obo/UBERON_0004454,tarsal region
http://www.acupunctureresearch.org/tara/ontology/TARA_3668538,GB 41,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003653,metatarsal bone of digit 4,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3668538,GB 41,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003654,metatarsal bone of digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_3668538,GB 41,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://uri.interlex.org/base/ilx_0795504,tendon of extensor digitorum longus,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0337120,GB 42,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003653,metatarsal bone of digit 4,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0337120,GB 42,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003654,metatarsal bone of digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0337120,GB 42,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0007759,metatarsophalangeal joint of pedal digit 4,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8885103,GB 43,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003634,pedal digit 4,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_8885103,GB 43,http://purl.obolibrary.org/obo/UBERON_0002387,pes,http://purl.obolibrary.org/obo/UBERON_0003635,pedal digit 5,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6845331,GB 44,http://purl.obolibrary.org/obo/UBERON_0003634,pedal digit 4,http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6845331,GB 44,http://purl.obolibrary.org/obo/UBERON_0003634,pedal digit 4,http://purl.obolibrary.org/obo/UBERON_0009567,nail of pedal digit,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_6845331,GB 44,http://purl.obolibrary.org/obo/UBERON_0003634,pedal digit 4,http://purl.obolibrary.org/obo/UBERON_0011281,nail of pedal digit 4,http://purl.obolibrary.org/obo/UBERON_0002101,limb
http://www.acupunctureresearch.org/tara/ontology/TARA_0478496,GB 7,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001690,ear,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_0478496,GB 7,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0004104,hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5363236,GB 8,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0001690,ear,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_5363236,GB 8,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0004104,hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_0307907,GB 9,http://purl.obolibrary.org/obo/UBERON_0000033,head,http://purl.obolibrary.org/obo/UBERON_0004104,hairline,http://purl.obolibrary.org/obo/UBERON_0000033,head
http://www.acupunctureresearch.org/tara/ontology/TARA_3865403,GV 1,http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0001245,anus,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_3865403,GV 1,http://purl.obolibrary.org/obo/UBERON_0002356,perineum,http://purl.obolibrary.org/obo/UBERON_0001350,coccyx,http://purl.obolibrary.org/obo/UBERON_0002356,perineum
http://www.acupunctureresearch.org/tara/ontology/TARA_3683574,GV 10,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_3683574,GV 10,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://purl.obolibrary.org/obo/UBERON_0004631,thoracic vertebra 6,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8300996,GV 11,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8300996,GV 11,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://purl.obolibrary.org/obo/UBERON_0004630,thoracic vertebra 5,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8607646,GV 12,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8607646,GV 12,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://purl.obolibrary.org/obo/UBERON_0006849,scapula,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8607646,GV 12,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://purl.obolibrary.org/obo/UBERON_0004628,thoracic vertebra 3,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8998025,GV 13,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8998025,GV 13,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk,http://purl.obolibrary.org/obo/UBERON_0004626,thoracic vertebra 1,http://purl.obolibrary.org/obo/UBERON_0008231,dorsal thoracic segment of trunk
http://www.acupunctureresearch.org/tara/ontology/TARA_8452754,GV 14,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://purl.obolibrary.org/obo/UBERON_0004616,mammalian cervical vertebra 7,http://purl.obolibrary.org/obo/UBERON_0000974,neck
http://www.acupunctureresearch.org/tara/ontology/TARA_8452754,GV 14,http://purl.obolibrary.org/obo/UBERON_0000974,neck,http://uri.interlex.org/base/ilx_0795312,posterior median line,http://purl.obolibrary.org/obo/UBERON_0000974,neck
